Name,Genres,Episodes,Score,Cluster
Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,"Adventure, Fantasy, Suspense",1.0,7.56,4
Nogizaka Haruka no Himitsu,"Comedy, Romance",12.0,7.2,4
Maria-sama ga Miteru Specials,"Drama, Girls Love",7.0,7.29,3
Maria-sama ga Miteru: Haru Specials,"Drama, Girls Love",6.0,7.26,3
Special A,"Comedy, Romance",24.0,7.51,4
Tenrankai no E,"Award Winning, Comedy",1.0,6.09,4
Souseiki,UNKNOWN,1.0,5.38,4
Push,UNKNOWN,1.0,6.15,4
Muramasa,Horror,1.0,6.15,4
Mrs. Junkie,Hentai,2.0,6.67,4
Taimanin Asagi,"Action, Supernatural, Hentai",4.0,6.81,4
Nayuta,"Action, Sci-Fi",1.0,5.43,4
Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,"Action, Sci-Fi",1.0,6.39,4
Madonna,"Comedy, Sports",2.0,6.03,4
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,"Comedy, Drama, Romance",1.0,6.92,3
Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,"Comedy, Drama, Romance",1.0,6.7,3
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,"Comedy, Sci-Fi",26.0,7.15,4
Yuusha Tokkyuu Might Gaine,"Action, Adventure, Sci-Fi",47.0,7.06,4
Genji Monogatari,"Drama, Romance",1.0,6.37,4
Rayca,Sci-Fi,1.0,4.63,4
Ryuusei no Rockman Tribe,Adventure,21.0,6.93,4
Ougon no Hou: El Cantare no Rekishikan,Fantasy,1.0,4.86,4
Steady x Study,Romance,1.0,5.05,4
Shin Onimusha: Dawn of Dreams the Story,Action,1.0,5.82,4
DinoZone,"Adventure, Sci-Fi",5.0,5.53,4
Wellber no Monogatari: Sisters of Wellber Zwei,"Adventure, Fantasy, Romance",13.0,6.74,3
Kanokon,"Comedy, Romance, Supernatural, Ecchi",12.0,6.38,4
Yuusha Shirei Dagwon,"Action, Adventure",48.0,6.91,4
Connected,"Avant Garde, Sci-Fi",1.0,5.94,4
Survival,"Avant Garde, Drama, Supernatural",1.0,6.18,4
Genius Party,"Action, Avant Garde, Fantasy, Romance, Sci-Fi",7.0,7.14,4
Riki-Oh: Toukatsu Jigoku,Action,1.0,5.96,4
Riki-Oh 2: Horobi no Ko,Action,1.0,5.13,4
Tenshi Nanka ja Nai,"Comedy, Drama",1.0,6.13,4
Tanjou: Debut,"Romance, Slice of Life, Supernatural",2.0,4.88,4
Noramimi,Comedy,12.0,6.06,4
Saint Seiya: Meiou Hades Elysion-hen,"Action, Adventure, Fantasy, Sci-Fi",6.0,7.57,4
Hal & Bons,"Comedy, Slice of Life",5.0,4.87,4
New Hal & Bons,"Comedy, Slice of Life",9.0,5.13,4
Ginga no Uo Ursa Minor Blue,"Award Winning, Fantasy",1.0,6.18,4
Garakuta-doori no Stain,"Award Winning, Comedy",13.0,6.37,4
Choujin Locke,"Action, Sci-Fi",1.0,6.33,4
Extra,"Action, Avant Garde, Horror, Sci-Fi",1.0,5.94,4
Mahou Shoujo Meruru,"Adventure, Fantasy, Hentai",2.0,5.52,4
Lesbian Byoutou,Hentai,2.0,5.36,4
Kowaremono II,Hentai,2.0,5.41,4
Virtuacall 2,Hentai,2.0,5.09,4
Shinjin Tour Conductor,Hentai,1.0,5.42,4
Shino-sensei no Yuuwaku Jugyou,Hentai,1.0,5.9,4
Gakuentoshi Varanoir Joukan,Action,2.0,4.54,4
Seijuuden: Twin Dolls,"Action, Supernatural, Hentai",2.0,5.49,4
Neko Ramen,"Comedy, Gourmet",13.0,6.14,4
Youshou,"Horror, Hentai",2.0,5.11,4
Cleavage,Hentai,2.0,6.63,4
Dorei Kaigo,Hentai,3.0,6.13,4
Utsukushiki Emono-tachi no Gakuen,Hentai,2.0,5.37,4
Henbou Moral Hazard,Hentai,1.0,4.44,4
Kouin Tenshi: Haitoku no Lycéenne,Hentai,1.0,4.72,4
Mechiku,Hentai,1.0,4.84,4
Kiss yori...,Hentai,3.0,5.77,4
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,Comedy,373.0,7.78,4
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,Comedy,1.0,6.68,4
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen!!,"Action, Comedy, Mystery",1.0,6.69,3
Allison to Lillia,"Action, Adventure",26.0,7.33,4
Midori no Makibao,Comedy,61.0,6.98,4
Dragon Rider,Hentai,2.0,5.52,4
Reyon Densetsu Flair,"Action, Fantasy, Hentai",2.0,4.95,4
Soukan Rensa,Hentai,1.0,5.49,4
Shoujo Auction,Hentai,2.0,5.84,4
Doukyuusei (OVA): Natsu no Owari ni,"Drama, Romance, Hentai",4.0,5.5,4
Stringendo: Angel-tachi no Private Lesson,Hentai,12.0,7.35,4
Karen,Hentai,1.0,5.78,4
Dennou Boukenki Webdiver,"Action, Adventure, Sci-Fi",52.0,6.89,4
Chu^2,Hentai,1.0,4.83,4
Momone,Hentai,1.0,5.16,4
Pianist,Hentai,1.0,4.87,4
U-Jin Brand,"Romance, Hentai",1.0,5.4,4
Hika Ryoujoku: Wana ni Hamatta Futari,Hentai,1.0,5.13,4
Renzu: Futari no Kyori,Hentai,1.0,5.12,4
Ganbarist! Shun,"Comedy, Sports",30.0,7.21,4
Injuu Seisen: Twin Angels,"Horror, Hentai",4.0,5.55,4
Yadosagashi,"Adventure, Fantasy, Slice of Life",1.0,6.42,4
Mach GoGoGo (1997),Adventure,34.0,6.26,4
Macross F,"Action, Award Winning, Romance, Sci-Fi",25.0,7.89,3
Moegaku★5,UNKNOWN,40.0,5.32,4
Switch,"Action, Mystery",2.0,6.87,4
Kodai Ouja Kyouryuu King,"Adventure, Fantasy",49.0,6.35,4
Kyouran Kazoku Nikki,"Comedy, Sci-Fi",26.0,7.26,4
Daraku: Onna Kyoushi Hakai,Hentai,3.0,6.02,4
Getter Robo,"Action, Sci-Fi",51.0,6.77,4
Ijoku,Hentai,2.0,5.57,4
Requiem,Hentai,2.0,5.2,4
Mashou no Kao,Hentai,1.0,6.08,4
Endless Serenade,Hentai,1.0,5.43,4
Injuu Nerawareta Idol,"Supernatural, Hentai",1.0,4.63,4
Isaku,Hentai,3.0,5.42,4
Isaku: Respect,Hentai,3.0,5.42,4
Soul Eater,"Action, Comedy, Fantasy",51.0,7.84,4
Utawarerumono OVA,"Action, Comedy, Fantasy",3.0,7.18,4
Tears to Tiara,"Action, Adventure, Fantasy",26.0,7.15,4
Kujakuou,"Action, Horror",3.0,5.8,4
Lightning Trap: Leina & Laika,"Action, Sci-Fi",1.0,5.27,4
Fantasia,"Comedy, Drama, Fantasy, Romance",1.0,5.36,4
Shin Kujakuou,"Action, Horror",2.0,5.76,4
Sengoku Kitan Youtouden,Action,3.0,5.98,4
Ginga Tetsudou 999: Eternal Fantasy,"Action, Drama, Sci-Fi",1.0,6.51,3
JoJo no Kimyou na Bouken: Phantom Blood,"Action, Adventure, Horror",1.0,7.71,4
Hidamari Sketch x 365,"Comedy, Slice of Life",13.0,7.82,4
Princess Army: Wedding★Combat,"Action, Romance",2.0,4.86,4
Kikou Kantai Dairugger XV,"Action, Adventure, Sci-Fi",52.0,6.33,4
Toshokan Sensou,"Action, Comedy, Romance",12.0,7.44,4
Yakushiji Ryouko no Kaiki Jikenbo,"Mystery, Supernatural",13.0,7.05,4
Neo Angelique Abyss,"Comedy, Fantasy, Romance",13.0,6.8,4
Kamen no Maid Guy,"Action, Comedy, Ecchi",12.0,7.0,4
Moyashimon: Kin Gekijou Deluxe,Comedy,4.0,6.73,4
Nanako SOS,"Comedy, Romance",39.0,6.72,4
Blue Seed Omake,Comedy,14.0,6.75,4
Ikusa Otome Suvia,"Fantasy, Hentai",4.0,6.44,4
Seimei no Kagaku: Micro Patrol,Adventure,26.0,7.15,4
Battle Royal High School,"Action, Horror, Supernatural",1.0,5.56,4
Shin Kidou Senki Gundam Wing: Operation Meteor,"Action, Adventure, Drama, Sci-Fi",4.0,7.38,4
D.C.II S.S.: Da Capo II Second Season,"Comedy, Drama, Fantasy, Romance",13.0,7.18,4
Ingoku Byoutou,Hentai,2.0,5.68,4
Miracle Shoujo Limit-chan,"Comedy, Sci-Fi",25.0,5.72,4
Aoi Blink,"Adventure, Fantasy",39.0,6.89,4
Angel,"Comedy, Hentai",1.0,5.32,4
Advancer Tina,"Sci-Fi, Hentai",1.0,5.02,4
Warau Kangofu The Animation,Hentai,2.0,6.67,4
Bouken Yuuki Pluster World,"Action, Adventure, Sci-Fi",52.0,6.24,4
Kaiketsu Zorori,"Adventure, Comedy",52.0,7.04,4
Princess Road: Bara to Dokuro no Monshou,Hentai,1.0,5.16,4
Monkey Punch no Sekai: Alice,"Action, Comedy, Ecchi",1.0,5.26,4
Naisho no Tsubomi,Romance,3.0,6.5,4
Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,"Fantasy, Ecchi",4.0,5.97,4
Mahou no Rouge Lipstick,Hentai,1.0,5.07,4
Uchiyama Aki,Hentai,3.0,5.31,4
Yunyun☆Paradise,Hentai,1.0,5.48,4
Glass no Usagi,UNKNOWN,1.0,6.55,4
Shownoid Mako-chan,Hentai,2.0,5.21,4
Bishoujo Comic Lolicon Angel: Mitsu no Aji,Hentai,1.0,5.31,4
Higurashi no Naku Koro ni Rei,"Mystery, Supernatural, Suspense",5.0,7.41,3
Kurogane no Linebarrels,"Action, Sci-Fi",24.0,6.9,4
Macademi Wasshoi!,"Comedy, Fantasy, Romance, Supernatural, Ecchi",12.0,6.92,4
Nabari no Ou,"Action, Drama, Supernatural",26.0,7.26,4
Monochrome Factor,"Action, Boys Love, Supernatural",24.0,6.94,4
Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,"Adventure, Comedy",1.0,6.31,4
Mahou no Idol Pastel Yumi,"Comedy, Fantasy",25.0,6.55,4
Joker: Marginal City,"Action, Romance, Sci-Fi",1.0,5.18,4
Ginga Eiyuu Densetsu Gaiden (1999),"Action, Drama, Sci-Fi",28.0,8.05,3
Strike Witches,"Action, Sci-Fi, Ecchi",12.0,6.95,4
Telepathy Shoujo Ran,Fantasy,26.0,6.61,4
Duel Masters Movie 1: Yami no Shiro no Maryuuou,"Adventure, Fantasy",1.0,5.69,4
Kikou Souseiki Mospeada,Action,25.0,7.09,4
"Genesis Climber Mospeada: Love, Live, Alive",Action,1.0,6.1,4
Tottemo! Luckyman,"Comedy, Sci-Fi",50.0,7.36,4
Nijuu Mensou no Musume,"Action, Adventure, Mystery",22.0,7.55,4
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,Comedy,1.0,7.41,4
Andromeda Stories,"Action, Drama, Fantasy, Sci-Fi",1.0,5.64,4
Machine Robo: Cronos no Dai Gyakushuu,"Action, Sci-Fi",47.0,6.32,4
Renketsu Houshiki,Hentai,3.0,6.59,4
Ai no Katachi: Ecchi na Onnanoko wa Kirai... desu ka?,Hentai,2.0,6.17,4
Tokyo Requiem,"Supernatural, Hentai",2.0,5.65,4
Kabatotto,Comedy,300.0,5.8,4
Dimension Loop,Sci-Fi,1.0,5.56,4
4-Day Weekend,UNKNOWN,1.0,5.6,4
Tokimeki Memorial: Only Love Specials,Comedy,2.0,6.64,4
Hatsumei Boy Kanipan,"Adventure, Comedy, Sci-Fi",31.0,6.77,4
Chou Hatsumei Boy Kanipan,"Adventure, Comedy, Romance",21.0,6.78,4
Watashi to Watashi: Futari no Lotte,Slice of Life,29.0,6.95,3
Yes! Precure 5 GoGo!,"Action, Fantasy",48.0,7.2,4
Spectral Force Chronicle Divergence,Fantasy,1.0,4.54,4
Kaiba,"Adventure, Award Winning, Mystery, Romance, Sci-Fi",12.0,8.14,3
Detroit Metal City,Comedy,12.0,8.11,4
Zenryoku Usagi,Comedy,52.0,6.0,4
Flashback Game,Hentai,3.0,5.28,4
Seikoujo: Haitoku no Biden Dorei,Hentai,2.0,5.86,4
Soukou Kijo Iris,Hentai,4.0,6.56,4
Hakaba Kitarou,"Horror, Supernatural",11.0,6.86,4
After... The Animation,Hentai,2.0,5.68,4
Zero no Tsukaima: Princesses no Rondo,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi",12.0,7.33,4
Jigoku Shoujo Mitsuganae,"Mystery, Supernatural",26.0,7.61,4
Jack to Mame no Ki,Fantasy,1.0,6.31,4
Koala Boy Kokki,Comedy,26.0,6.14,4
Taiko no Tatsujin,UNKNOWN,26.0,5.81,4
Karasu Tengu Kabuto: Ougon no Me no Kemono,"Action, Adventure, Drama",1.0,5.62,3
Doraemon Movie 01: Nobita no Kyouryuu,"Adventure, Comedy",1.0,7.11,4
True Blue,Hentai,2.0,5.79,4
True Blue: Gaiden,Hentai,1.0,5.52,4
Itazura na Kiss,"Comedy, Romance",25.0,7.42,4
Glass no Kamen: Sen no Kamen wo Motsu Shoujo,Drama,3.0,6.84,4
Ryuuseiki Gakusaver,"Action, Comedy, Sci-Fi",6.0,6.86,4
Parappa the Rapper,"Comedy, Fantasy",30.0,6.16,4
Usavich,"Adventure, Comedy",13.0,6.87,4
Usavich II,"Adventure, Comedy",13.0,7.03,4
Murder,"Award Winning, Mystery",1.0,5.11,3
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"Award Winning, Drama, Romance",1.0,7.42,3
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,"Action, Adventure, Comedy",1.0,7.03,4
Inyouchuu The Animation,"Supernatural, Hentai",2.0,6.26,4
Maria-sama ga Miteru 4th,"Drama, Girls Love",13.0,7.75,3
Sekai Meisaku Douwa: Mori wa Ikiteiru,Fantasy,1.0,6.7,4
Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,Adventure,1.0,6.76,4
Tongari Boushi no Memole,Fantasy,50.0,7.1,4
Sekai Meisaku Douwa: Oyayubi Hime,Fantasy,1.0,5.95,4
Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,"Adventure, Fantasy",1.0,6.12,4
Panda no Daibouken,Adventure,1.0,5.93,4
School Days: Valentine Days,"Comedy, Romance",1.0,5.8,4
Grimm Douwa: Kin no Tori,"Adventure, Fantasy",1.0,6.64,4
Wanwan Sanjuushi,Adventure,26.0,6.74,4
The Borgman: Last Battle,"Action, Sci-Fi",1.0,5.9,4
Chouon Senshi Borgman: Lovers Rain,"Action, Sci-Fi",1.0,5.61,4
Chouon Senshi Borgman 2: Shin Seiki 2058,"Action, Sci-Fi",3.0,5.55,4
Pygmalio,"Adventure, Fantasy",39.0,7.13,4
Play Ball,"Action, Sports",13.0,6.16,4
Play Ball 2nd,"Action, Sports",13.0,6.08,4
"Nee, Chanto Shiyou Yo!",Hentai,5.0,6.94,4
Saiko Robot Kombock,Sci-Fi,26.0,5.34,4
Go! Go! Itsutsugo Land,UNKNOWN,50.0,6.4,4
Yuukan Club,"Comedy, Mystery",2.0,5.63,4
Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),"Action, Mystery, Romance, Supernatural, Suspense",1.0,7.78,3
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Suspense",1.0,8.02,3
Evangelion: 2.0 You Can (Not) Advance,"Action, Drama, Sci-Fi",1.0,8.31,3
Evangelion: 3.0 You Can (Not) Redo,"Action, Award Winning, Drama, Sci-Fi",1.0,7.64,3
Evangelion: 3.0+1.0 Thrice Upon a Time,"Action, Award Winning, Drama, Sci-Fi, Suspense",1.0,8.61,3
The Supergal,"Comedy, Sci-Fi",1.0,5.89,4
Air Gear Special,Sports,1.0,7.27,3
Dyogrammaton,Hentai,2.0,5.22,4
Hana to Hebi The Animation,Hentai,3.0,5.82,4
Speed,"Award Winning, Comedy",1.0,5.0,4
Arrow Emblem Grand Prix no Taka,Drama,44.0,6.4,4
Yami no Teio: Kyuuketsuki Dracula,Horror,1.0,3.69,4
Gakuen Nanafushigi,"Supernatural, Hentai",2.0,6.09,4
Kaitou Tenshi Twin Angel,UNKNOWN,2.0,6.03,4
Sasuga no Sarutobi,"Adventure, Comedy, Romance, Sports",69.0,7.1,4
Honoo no Alpenrose: Judy & Randy,"Drama, Romance",20.0,6.69,4
Futari Daka,UNKNOWN,36.0,6.05,4
Shirayuki Hime no Densetsu,"Adventure, Fantasy, Romance",52.0,6.67,3
Mori no Youki na Kobito-tachi: Belfy to Lillibit,"Adventure, Comedy, Fantasy",26.0,6.34,4
Hoshi no Oujisama Petit Prince,Adventure,35.0,6.77,4
Yume no Hoshi no Button Nose,Adventure,26.0,6.19,4
Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,"Fantasy, Mystery, Romance",1.0,5.75,4
Idol Fight Suchie-Pai 2,"Action, Ecchi",1.0,4.28,4
Space Travelers The Animation,Sci-Fi,1.0,5.23,4
Soratobu Toshi Keikaku,Sci-Fi,1.0,5.94,4
Sasurai no Taiyou,Drama,26.0,6.41,4
Space Station No.9,Sci-Fi,1.0,5.62,4
Portable Kuukou,Sci-Fi,1.0,5.52,4
Sougen no Shoujo Laura,Adventure,26.0,6.16,4
Little Lulu to Chicchai Nakama,"Comedy, Slice of Life",26.0,6.39,4
Shoujo Koakuma Kei,Hentai,1.0,5.13,4
Dokaben,"Action, Sports",163.0,6.49,4
Zero no Mono,Hentai,1.0,5.18,4
Ore wa Teppei,"Action, Sports",28.0,6.88,4
Anne no Nikki,Drama,1.0,6.75,4
Rebirth Moon Divergence,"Action, Fantasy",1.0,4.66,4
Issunboushi (OVA),Hentai,2.0,5.96,4
Hoshi no Ko Chobin,"Adventure, Sci-Fi",26.0,6.33,4
Ai no Gakkou Cuore Monogatari,"Drama, Slice of Life",26.0,6.47,4
Meiken Jolie,Adventure,52.0,6.72,4
Mashin Eiyuuden Wataru,"Adventure, Comedy, Sci-Fi",45.0,7.03,4
Himitsu no Akko-chan 2,UNKNOWN,61.0,6.5,4
Himitsu no Akko-chan 3,UNKNOWN,44.0,6.41,4
Crystal Blaze,"Action, Sci-Fi",12.0,6.12,4
Chi's Sweet Home,"Comedy, Slice of Life",104.0,7.67,4
Doubutsu Takarajima,Adventure,1.0,6.26,4
Ali Baba to 40-hiki no Touzoku,"Action, Fantasy",1.0,5.42,4
Apache Yakyuugun,"Action, Sports",26.0,6.09,4
Mahoutsukai Chappy,Adventure,39.0,6.35,4
Microid S,"Action, Sci-Fi",26.0,6.22,4
Sekai Meisaku Douwa: Hakuchou no Ouji,Fantasy,1.0,6.53,4
"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura","Action, Adventure, Fantasy",1.0,7.45,4
The SoulTaker: Tamashii-gari - Komugi Daisakusen,Comedy,3.0,5.72,4
Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,"Action, Comedy",1.0,6.38,4
Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,"Drama, Sci-Fi",4.0,6.6,4
Konchuu Monogatari Minashigo Hutch,"Adventure, Comedy, Drama",91.0,6.89,3
Top Secret: The Revelation,"Mystery, Sci-Fi",26.0,7.27,4
Shaman King Specials,"Action, Comedy, Supernatural",5.0,7.24,3
Sweet Valerian Specials,Comedy,8.0,5.68,4
Souten no Ken Specials,Action,4.0,6.21,4
Kuro ga Ita Natsu,Drama,1.0,6.26,4
Versailles no Bara: Seimei Aru Kagiri Aishite,"Drama, Romance",1.0,6.82,4
Sakura Momoko Gekijou: Coji-Coji,"Comedy, Fantasy",100.0,6.28,4
Kick no Oni,Sports,26.0,6.14,3
Honey Honey no Suteki na Bouken,Adventure,29.0,6.19,4
Ashita e Free Kick,Sports,52.0,6.41,3
Mahoutsukai Sally 2,Comedy,88.0,6.54,4
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,"Adventure, Fantasy",26.0,6.03,4
Sasurai no Shoujo Nell,Adventure,26.0,6.32,4
Mahou Shoujo Lalabel,"Comedy, Slice of Life",49.0,6.7,4
Paris no Isabelle,Drama,13.0,5.53,4
Makyou Densetsu Acrobunch,Sci-Fi,24.0,5.9,4
Majokko Tickle,Comedy,45.0,6.22,4
Seijuuki Cyguard,"Sci-Fi, Supernatural",1.0,5.25,4
YU-NO,"Sci-Fi, Hentai",4.0,4.85,4
Maze☆Bakunetsu Jikuu: Hot Springs,"Action, Comedy, Fantasy, Ecchi",1.0,6.03,4
Sugar Bunnies,UNKNOWN,26.0,5.92,4
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,"Adventure, Comedy",1.0,5.59,4
Ookiku Furikabutte: Kihon no Kihon,"Drama, Sports",1.0,7.23,3
Toumei Ningen (OVA),Hentai,2.0,6.54,4
Junk Boy,"Comedy, Romance, Ecchi",1.0,5.86,1
Sei Shoujo Sentai Lakers EX,"Sci-Fi, Hentai",1.0,4.73,4
Pikkoman no Kichikumichi: Mayonaka no Milk Party,Hentai,1.0,5.1,4
Inbo,Hentai,3.0,6.07,4
Mazinger Z tai Devilman,"Adventure, Sci-Fi",1.0,6.09,4
Ougon Bat,"Action, Sci-Fi",52.0,6.61,4
Baccano! Specials,"Action, Comedy, Mystery, Supernatural",3.0,8.09,3
Spotlight,Hentai,2.0,5.34,4
Wanpaku Ouji no Orochi Taiji,"Adventure, Award Winning, Fantasy",1.0,6.26,3
H. P. Lovecraft's The Dunwich Horror and Other Stories,Horror,1.0,5.84,4
Ginga Sengoku Gunyuuden Rai,"Adventure, Romance, Sci-Fi",52.0,7.89,4
Injuu Kyoushi,"Horror, Supernatural, Hentai",4.0,5.39,4
Bikkuriman,"Comedy, Fantasy",75.0,6.45,4
Kyuukyoku no Sex Adventure Kamasutra,"Action, Comedy, Romance, Supernatural, Hentai",1.0,4.66,4
Shuukaku no Yoru,Hentai,2.0,5.85,4
Rejuvenation,Hentai,2.0,5.22,4
Onikirimaru,Action,4.0,6.16,4
1001 Nights,"Avant Garde, Fantasy, Romance",1.0,6.29,4
Time Bokan,"Adventure, Comedy",61.0,6.43,4
Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,Hentai,2.0,6.16,4
Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,Hentai,2.0,6.32,4
Resort Boin,Hentai,3.0,7.31,4
Shimaizuma: Shimaizuma 3 The Animation,Hentai,2.0,6.76,4
Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,Hentai,2.0,5.51,4
Kamyla,Hentai,3.0,5.58,4
Reiju Gakuen,Hentai,2.0,5.44,4
Kamen Rider Den-O: Imagin Anime,"Action, Adventure, Comedy",10.0,6.41,4
Kidou Senshi Gundam 00 Second Season,"Action, Drama, Sci-Fi",25.0,8.08,3
Ugokie Kori no Tatehiki,"Comedy, Supernatural",1.0,5.57,4
Issunboushi no Shusse,Supernatural,1.0,4.45,4
Initial D Battle Stage 2,"Action, Drama",1.0,7.65,4
Magnerobo Ga-Keen,"Action, Sci-Fi",39.0,6.13,4
Karakuri Kiden: Hiwou Senki,"Action, Adventure",26.0,6.81,4
Personal Computer Travel Tanteidan,"Adventure, Sci-Fi",26.0,6.0,4
Kafun Shoujo Chuuihou! The Animation,Hentai,4.0,7.04,4
Oshiete Re: Maid,Hentai,2.0,6.55,4
Rensa Byoutou,Hentai,2.0,6.71,4
Binetsu Shoukougun,Hentai,2.0,5.25,4
Dokidoki Oyako Lesson: Oshiete H na Obenkyou,Hentai,2.0,6.62,4
Kakyuusei 2: Sketchbook,Hentai,2.0,5.85,4
Jarinko Chie,"Comedy, Drama",1.0,7.01,4
Jarinko Chie (TV),"Comedy, Drama",64.0,6.82,4
Mahou Sensei Negima!: Introduction Film,"Action, Comedy, Romance, Supernatural, Ecchi",3.0,6.59,4
Injuu Daikessen,Hentai,1.0,4.97,4
Shimai Ijiri,Hentai,2.0,5.57,4
Blue Seed 1.5,"Comedy, Romance, Sci-Fi",2.0,6.33,4
DNA Hunter,Hentai,3.0,5.36,4
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,Comedy,1.0,6.69,4
Shakugan no Shana-tan II (Second),Comedy,3.0,7.18,4
Kannagi,"Comedy, Supernatural",13.0,7.28,4
Armored Core: Fort Tower Song,"Action, Sci-Fi",1.0,4.5,4
Chocolate Underground,"Adventure, Comedy",13.0,6.09,4
Turn A Gundam I Movie: Earth Light,"Action, Drama, Sci-Fi",1.0,6.45,3
Turn A Gundam II Movie: Moonlight Butterfly,"Action, Drama, Sci-Fi",1.0,6.58,3
Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,"Comedy, Romance",1.0,7.35,4
Dragoon,"Adventure, Fantasy",3.0,5.59,4
Kagaku Kyuujo-tai TechnoVoyager,"Action, Adventure, Sci-Fi",18.0,6.1,4
Sentakuya Shin-chan,Hentai,2.0,6.94,4
Yu☆Gi☆Oh! 5D's,Action,154.0,7.44,4
Tetsuwan Birdy Decode,"Action, Comedy, Sci-Fi",13.0,7.42,4
Uchi no 3 Shimai,"Comedy, Slice of Life",102.0,6.2,4
Mamahaha,"Drama, Romance, Hentai",2.0,5.61,4
To Heart Omake,Comedy,6.0,6.14,4
Bi-Indoushi Miija: Injoku no Gakuen,Hentai,2.0,5.23,4
Shokuzai no Kyoushitsu,Hentai,2.0,5.2,4
Kairaku Satsujin Chousakan Kouji,Hentai,3.0,5.57,4
Mujintou Monogatari X,Hentai,4.0,5.37,4
Suna no Bara: Yuki no Mokushiroku,Action,1.0,6.18,4
Kumo to Tulip,Adventure,1.0,5.65,4
Mahou Shoujo-tai Arusu the Adventure,"Adventure, Comedy, Fantasy",6.0,6.68,4
Himekishi Lilia,"Fantasy, Horror, Supernatural, Hentai",6.0,6.73,4
Tokubetsu Byoutou,Hentai,2.0,6.38,4
Tokumu Sousakan Rei & Fuko,"Horror, Supernatural, Hentai",4.0,6.12,4
Dorei Maid Princess,"Fantasy, Hentai",4.0,6.46,4
Canary wa Kago no Naka,Hentai,2.0,5.93,4
Dream Hunter Rem,"Action, Fantasy, Mystery, Ecchi",4.0,6.3,4
Inda no Himekishi Janne,"Fantasy, Horror, Hentai",2.0,6.28,4
Heisa Byoutou,Hentai,2.0,5.72,4
Alignment You! You! The Animation,"Supernatural, Hentai",2.0,6.72,4
Binetsukko ♭37℃ The Animation,Hentai,2.0,5.9,4
First Squad,Action,1.0,5.77,4
Paul no Miracle Daisakusen,"Action, Adventure",50.0,6.36,4
Choujin Locke: Lord Leon,"Action, Sci-Fi",3.0,6.04,4
School Rumble San Gakki,"Comedy, Romance",2.0,7.29,4
Magical Moe,Hentai,1.0,5.11,4
Seiyou Kottou Yougashiten: Antique,"Boys Love, Comedy, Gourmet",12.0,7.01,4
Kitty's Paradise,Fantasy,16.0,6.55,4
Sanrio Anime Sekai Meisaku Gekijou,"Adventure, Fantasy",13.0,6.2,4
Asobou! Hello Kitty,"Adventure, Fantasy",26.0,5.88,4
Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,"Action, Adventure, Fantasy",1.0,6.88,4
Makai Tenshi Djibril: Episode 2,Hentai,4.0,6.45,4
Slayers Revolution,"Adventure, Comedy, Fantasy",13.0,7.25,4
Sakigake!! Otokojuku Movie,"Action, Comedy",1.0,6.59,4
The iDOLM@STER Live For You!,"Comedy, Drama",1.0,6.18,4
Sailor Senshi Venus♥Five,Hentai,2.0,5.13,4
Cowboy Bebop: Yose Atsume Blues,Sci-Fi,1.0,7.41,4
Zettai Karen Children,"Action, Comedy, Supernatural",51.0,7.29,3
Golgo 13 (TV),"Action, Adventure, Drama, Suspense",50.0,7.52,3
Hanappe Bazooka,"Action, Comedy, Ecchi",1.0,5.31,4
